logFC_R1	logCPM_R1	PValue_R1	FDR_R1	logFC_S1	logCPM_S1	PValue_S1	FDR_S1	logFC_R2	logCPM_R2	PValue_R2	FDR_R2	logFC_I1	logCPM_I1	PValue_I1	FDR_I1	logFC_I1_vs_S1	logCPM_I1_vs_S1	PValue_I1_vs_S1	FDR_I1_vs_S1	logFC_R2_vs_S1	logCPM_R2_vs_S1	PValue_R2_vs_S1	FDR_R2_vs_S1	logFC_R1_vs_S1	logCPM_R1_vs_S1	PValue_R1_vs_S1	FDR_R1_vs_S1	geneID
-0.02161255059537472	5.9966566460624104	0.877504621837255	0.9712434478580362	-0.14562533270984224	5.9966566460624104	0.2873711168781917	0.6913490891172367	-0.02600003323013309	5.9966566460624104	0.8560871800716835	1	0.0027442253990052575	5.9966566460624104	0.9894932958381419	1	0.1483724782289499	5.9966566460624104	0.27642570095638086	0.770493602395601	0.119627999560571	5.9966566460624104	0.3768458236424731	0.857039052700415	0.12401425996560889	5.9966566460624104	0.3634471109353767	1	B9J08_000021
-0.1827653524383703	6.214201457912074	0.11478863932249724	0.4560775721703985	-0.16211637536955412	6.214201457912074	0.1618626069989214	0.5436470311115854	-0.1274712410076111	6.214201457912074	0.26861264635915816	1	-0.1385351020576248	6.214201457912074	0.23098218195721706	0.7589308458410284	0.02358305921225408	6.214201457912074	0.8394400338918425	0.9722667145046145	0.03464699996983635	6.214201457912074	0.7684830287895866	0.9788681284846196	-0.020648742524232367	6.214201457912074	0.862704137692568	1	B9J08_000022
-0.09570993251827624	8.417905058245857	0.356288367713831	0.7298098772057591	-0.12735195295953805	8.417905058245857	0.22018664208864291	0.6206634559878492	-0.0783447944156278	8.417905058245857	0.4503361091192169	1	-0.13370451116221965	8.417905058245857	0.19735089307822146	0.7224028658205814	-0.0063522854100489575	8.417905058245857	0.9515367382542588	0.9953937297951576	0.04900750872734856	8.417905058245857	0.6370428433201668	0.9586234207836944	0.031642136818190884	8.417905058245857	0.761740600262574	1	B9J08_000023
0.09572540951454443	5.04074661716753	0.4888313580418979	0.8153982142303721	0.02940725597745759	5.04074661716753	0.838038324548301	0.968949940537422	0.19531681937496165	5.04074661716753	0.15084348302372538	1	-0.042096974144936926	5.04074661716753	0.7562793618071784	0.9718984551359193	-0.07150599002700801	5.04074661716753	0.5964129593020118	0.907442097263869	0.16591113221266776	5.04074661716753	0.21895715236426253	0.7533015357579147	0.066319045456849135	5.04074661716753	0.6303421828644264	1	B9J08_000024
0.19068275416410221	7.154298154158124	0.0823455308550362	0.3940769081995275	0.16555436929452091	7.154298154158124	0.1319463037173116	0.5067598083147715	0.06429189706490236	7.154298154158124	0.5576341662392686	1	-0.06651598481911188	7.154298154158124	0.549231186241327	0.934394566088194	-0.2320720179274935	7.154298154158124	0.034407625950354986	0.36437256014461206	-0.1012636835277691	7.154298154158124	0.35616666103728223	0.846158662949603	0.025128260552076783	7.154298154158124	0.819386412690245	1	B9J08_000025
0.03770381581746662	7.683736127747503	0.7313938910019908	0.9291994164080591	-0.04835263423825702	7.683736127747503	0.6590107226595	0.912423771694627	-0.07373435756879067	7.683736127747503	0.4997531968909478	1	-0.13619326892643885	7.683736127747503	0.21164067246238033	0.7393650392370213	-0.08784066286831475	7.683736127747503	0.4199217692612239	0.8422089133291325	-0.02538160354529588	7.683736127747503	0.8168737571421183	0.9848128510133316	0.08605670592143781	7.683736127747503	0.430904947006015	1	B9J08_000026
0.1343295079045887	7.20199270455827	0.2043347413832905	0.5877790727877295	0.0928398129625708	7.20199270455827	0.3810165465158081	0.769055932738883	0.15452696140120922	7.20199270455827	0.14331171112139712	1	0.10377604472847679	7.20199270455827	0.32769436046366757	0.8398545184601969	0.010935767626414135	7.20199270455827	0.921646092396894	0.9937166193230604	0.061686839350824724	7.20199270455827	0.5587217389792578	0.9288302227100621	0.04148972259482325	7.20199270455827	0.6956564059619887	1	B9J08_000027
-0.0045273659975189895	6.3950900021196535	0.9740595682504973	0.9968511423445827	0.031426970998814016	6.3950900021196535	0.8062148300019665	0.9579074444200608	0.037039172782800694	6.3950900021196535	0.7698296779378915	1	0.02633644872245292	6.3950900021196535	0.8336780858901991	0.9818193415247979	-0.00509084460899284	6.3950900021196535	0.9737547127011434	1	0.005611941210434901	6.3950900021196535	0.9656259891650075	1	-0.03595463065227766	6.3950900021196535	0.7772281080744361	1	B9J08_000028
-0.5478726163121168	5.989307605723706	1.655499399095985e-4	0.012441894075459403	-0.607138447398975	5.989307605723706	3.136485589902405e-5	0.0071476081737685175	-0.21516286824169506	5.989307605723706	0.13695401753814676	1	-0.33060098452413444	5.989307605723706	0.022136747494348196	0.30275585096412233	0.27654706057145934	5.989307605723706	0.05808785203779357	0.469116326104317	0.39198600981719484	5.989307605723706	0.007046498745007588	0.245353991009501	0.0592681562363526	5.989307605723706	0.6899364251518605	1	B9J08_000029
-0.5458408638475715	6.464802809199536	0.022345531294179988	0.22411304061310974	-0.8268679677978404	6.464802809199536	5.764438234575719e-4	0.032442072001894674	-0.32023904261265423	6.464802809199536	0.17929258409227083	1	-0.6624845641525157	6.464802809199536	0.005601296112283604	0.14992108236177942	0.16439163904972864	6.464802809199536	0.49389004205928627	0.8735158317627947	0.5066390562597011	6.464802809199536	0.03431619953512225	0.4535660295545846	0.2810307837884225	6.464802809199536	0.2412301546795485	1	B9J08_000030
0.0020080490140534832	7.994650719630151	0.9851459961515041	1	0.07177212327097902	7.994650719630151	0.4945796681245277	0.8364326139444508	0.0174097894914276	7.994650719630151	0.8695486926690374	1	0.14709285321151389	7.994650719630151	0.15977903360631368	0.6812118991655356	0.07532064399900093	7.994650719630151	0.47050971146427034	0.863950385537972	-0.05436265248435391	7.994650719630151	0.6037865409121287	0.9431603072019644	-0.06976427106521435	7.994650719630151	0.5067195935765858	1	B9J08_000031
-0.1273015587630967	6.181256697617658	0.3574235153567278	0.7307405879305547	-0.049675143132967496	6.181256697617658	0.7188572499833021	0.9317032513750061	0.23260077036454194	6.181256697617658	0.09127131698539552	0.9793483991792453	0.1636856500290509	6.181256697617658	0.23513411454962907	0.7631445295852828	0.21336270299558513	6.181256697617658	0.1195736990346166	0.596861794245757	0.282278227924228	6.181256697617658	0.039477163866289924	0.4774085605301096	-0.077626907455719	6.181256697617658	0.5771780641073447	1	B9J08_000032
0.00476246384062699	5.553673528462423	0.9764475824239591	0.997821894336376	0.02372351180469924	5.553673528462423	0.8521548426717206	0.9709651636001718	-0.03072831134117164	5.553673528462423	0.7989328248335434	1	0.012388258547474135	5.553673528462423	0.9243089341254678	0.9998216528332731	-0.011335760709839247	5.553673528462423	0.9309516268401438	0.9948324005547201	-0.054452752947799436	5.553673528462423	0.6512852182557805	0.9621505167168979	-0.018961350395491156	5.553673528462423	0.8799439853610338	1	B9J08_000033
0.20845198874382984	5.860079950621365	0.12061932899591532	0.46571978257757174	0.2178153951190305	5.860079950621365	0.10509448355821051	0.45559873756901886	-0.21285768800342922	5.860079950621365	0.11271476187142748	0.9920734280724637	-0.3043555244769565	5.860079950621365	0.024207763324901044	0.3105111180328653	-0.522177958178886	5.860079950621365	9.832374739399794e-5	0.00846218574345763	-0.43067922497578476	5.860079950621365	0.001253050998199795	0.10918378008919132	-0.00936411382676254	5.860079950621365	0.9477278645529803	1	B9J08_000034
0.670912111481726	1.493264832501588	0.04885285210047751	0.31352329357762576	0.7198693940821718	1.493264832501588	0.03225492812995878	0.2584268716238139	0.8734489887357554	1.493264832501588	0.006853783657574586	0.40297678428105577	0.8650558653821638	1.493264832501588	0.006853783657574586	0.16931384072600922	0.14494915171897407	1.493264832501588	0.628818442390843	0.9223131414506701	0.15334593205251043	1.493264832501588	0.6592545111758729	0.9636768361025778	-0.0490279055676875	1.493264832501588	0.8848257530758094	1	B9J08_000035
-0.0032886219150922995	2.776453252049489	0.9818141611711153	0.9999395911682034	0.30418234811470596	2.776453252049489	0.3254546675283159	0.7238958340688177	0.047525189786397984	2.776453252049489	0.9145789946419816	1	0.3313382597507008	2.776453252049489	0.275284257594792	0.8034752861427165	0.027120889510628517	2.776453252049489	0.9322920108672003	0.9948324005547201	-0.25671101962784754	2.776453252049489	0.38104763176218026	0.8594194075793139	-0.30750363537941927	2.776453252049489	0.3042549145169968	1	B9J08_000036
-0.08594916132909407	7.432290919380574	0.452464822805172	0.7947176742884785	-0.003022654765679464	7.432290919380574	0.980284777201986	1	-0.05051764940140376	7.432290919380574	0.6580917715803718	1	0.013126223190252173	7.432290919380574	0.9119987207782756	0.998295569581864	0.016148935393894212	7.432290919380574	0.8905321628675686	0.9821991775653879	-0.04749511028783456	7.432290919380574	0.6770826743246077	0.9677473886727604	-0.08292675875560329	7.432290919380574	0.4680121078641108	1	B9J08_000037
-0.2948232952962836	7.001366455081182	0.03831471236866908	0.2797151321778092	-0.32147649338029866	7.001366455081182	0.02376896024876078	0.2221031846574127	-0.30571841059723015	7.001366455081182	0.03155392695073716	0.7720544594177915	-0.5126677118951491	7.001366455081182	3.195978742176179e-4	0.028523197865966392	-0.19119021568531766	7.001366455081182	0.18032344357245728	0.686706984058397	0.01575991821867437	7.001366455081182	0.911051664317834	0.9956643456614817	0.026653726949287873	7.001366455081182	0.8506965084675583	1	B9J08_000038
