ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0005666	RNA polymerase III complex	1/17	17/4476	0.058823529411764705	15.487889273356402	3.6949884652986795	0.06275037938704775	0.2802889960540722	0.2617299623594902	C4_03040W_A	1
GO:0031261	DNA replication preinitiation complex	1/17	21/4476	0.047619047619047616	12.53781512605042	3.2719873304938454	0.07696671306116531	0.2802889960540722	0.2617299623594902	CR_02110W_A	1
GO:0031298	replication fork protection complex	1/17	21/4476	0.047619047619047616	12.53781512605042	3.2719873304938454	0.07696671306116531	0.2802889960540722	0.2617299623594902	CR_02110W_A	1
GO:0009277	fungal-type cell wall	2/17	124/4476	0.016129032258064516	4.246679316888045	2.263643535486108	0.0789799437201394	0.2802889960540722	0.2617299623594902	C5_00710W_A/CR_10110W_A	2
GO:0030688	preribosome, small subunit precursor	1/17	22/4476	0.045454545454545456	11.967914438502675	3.183922824198153	0.08048895007080836	0.2802889960540722	0.2617299623594902	CR_08490W_A	1
GO:0005618	cell wall	2/17	127/4476	0.015748031496062992	4.146364057433997	2.2208456364553184	0.08231819206952216	0.2802889960540722	0.2617299623594902	C5_00710W_A/CR_10110W_A	2
GO:0009986	cell surface	2/17	129/4476	0.015503875968992248	4.082079343365253	2.193037682647141	0.08456870011731701	0.2802889960540722	0.2617299623594902	C5_00710W_A/CR_10110W_A	2
GO:0005740	mitochondrial envelope	3/17	280/4476	0.010714285714285714	2.8210084033613443	1.9430119435233684	0.08589501491979631	0.2802889960540722	0.2617299623594902	C3_04660C_A/C3_06220C_A/CR_10420W_A	3
GO:0000314	organellar small ribosomal subunit	1/17	28/4476	0.03571428571428571	9.403361344537815	2.753923736614287	0.10135814935033405	0.2992478695105101	0.27943349444954246	C6_01980C_A	1
GO:0005763	mitochondrial small ribosomal subunit	1/17	28/4476	0.03571428571428571	9.403361344537815	2.753923736614287	0.10135814935033405	0.2992478695105101	0.27943349444954246	C6_01980C_A	1
GO:0031965	nuclear membrane	1/17	33/4476	0.030303030303030304	7.978609625668448	2.4842194789578165	0.1184077797580072	0.33106140412403473	0.30914053016675574	C1_00350C_A	1
GO:0005576	extracellular region	2/17	173/4476	0.011560693641618497	3.0438626317579054	1.692744168486272	0.13838280199196043	0.33106140412403473	0.30914053016675574	C5_00710W_A/CR_10110W_A	2
