1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	geneID
0.9947317205107581	0.7269212550807737	1.257459819103794	1.4003620947376767	1.5543142167525572	1.0501967717606213	0.5851191306162792	0.6170394437828537	0.449159173023637	0.7414312735091804	1.6837096593306908	0.8327928981783776	1.099658261207591	2.2152383991814526	1.194481961033686	B9J08_000001
0.7234412512805514	0.9692283401076982	1.886189728655691	0.5159228770086177	1.2434513734020458	1.4002623623474952	1.0030613667707642	1.4103758715036656	1.4223373812415172	1.4828625470183607	1.0714516013922577	0.9517633122038601	1.7182160331368608	1.6782109084707972	1.6722747454471607	B9J08_000002
5.335379228194066	5.734601012303881	3.2484378660181346	5.45404184266253	5.362384047796323	5.338500256449826	3.594303230928572	4.671870074355892	2.9943944868242465	4.28382513583082	6.505241865595851	3.8665384558281817	4.329904403504889	4.7661189800570645	4.061238667514533	B9J08_000003
4.431077664093377	4.8461417005384915	2.2005546834316396	3.021833993907618	2.875481300992231	1.5752951576409322	2.1732996280033223	2.556306267100394	1.6469169677533357	2.14191256791541	2.7551612607229488	2.3794082805096504	3.711346631575619	3.826320871313418	3.026020967952005	B9J08_000004
4.97365860255379	5.492293927276957	5.763357504225723	2.8744274576194413	3.419491276855626	2.4504591341081166	3.9286570198521598	3.0851972189142685	1.5720571055827295	3.3776313570973775	4.362338662811335	3.390656799726252	3.3677034249482474	4.027706180329914	3.105653098687584	B9J08_000005
90.70144687929913	86.58439838295438	82.36361815129851	72.7451256582151	73.3636310307207	72.46357725148287	73.056302879804	79.15734578814323	63.85546243152706	83.45220889608886	78.06290238715022	68.22953244361422	83.71148513442786	89.61646251234058	71.35038913907886	B9J08_000006
18.086031282013785	21.80763765242321	19.176262241332857	17.099158209428474	18.88491773354357	19.078574686984624	20.39558112433887	20.450450136803152	14.597673123268203	20.183406889972133	20.740241712664417	21.29570411056137	23.71138125728868	18.997347483889424	23.491478566995827	B9J08_000007
35.719911781977224	22.61532793584629	47.67868480768552	65.66961191638262	62.25028438093992	50.23441224921639	65.53334262902327	57.737262239681314	68.79621333478707	54.70115173445509	58.47064453312036	63.94659753869685	51.27156642880393	52.76295096232187	74.69493862997318	B9J08_000008
47.92798289733653	48.21910992035799	47.364319852909574	63.974436749068595	57.50962601984462	53.73506815508513	62.35698163424917	53.94687708501521	62.95714408547979	42.92063261092033	52.27153169649372	53.715141932505354	46.52929017734619	60.348464268609874	57.0962377374102	B9J08_000009
200.39322660471274	214.8456153905398	216.07351224933527	178.80412851755807	184.73024466104144	190.26064848396592	204.540930374005	208.11858953875966	193.96190288404057	213.03791925497117	221.33128794474354	211.76733696535888	219.5880090348908	167.08267804735257	223.76628736697722	B9J08_000010
55.16239541014204	56.37678178293112	55.32823204056693	47.98082756180145	47.48429932179062	49.09669907980905	55.419140514084724	55.53354994045684	61.909106015091304	59.067358122898035	59.924757420724134	60.08005908286867	63.57399322606385	55.44808841587514	70.23553930878074	B9J08_000011
73.51971716138603	78.18441943535433	76.91462560184873	88.73873484548224	96.2120500169833	88.91666000906595	76.31625232180897	81.71365205524363	80.025192660378	74.96693987703935	75.46080564091187	74.8323904220285	69.0722845321018	96.26217770988494	66.25393277200179	B9J08_000012
277.16842939686126	253.5339799665054	265.53359846741785	335.4235733237456	304.87873361601413	310.42066245291034	318.47198394971764	275.3758889110907	320.475069952365	261.64285829612857	277.8886260468063	295.8199344743623	237.59491306216512	212.52862944874178	250.4430511633962	B9J08_000013
56.24755728706287	66.39214129737734	57.00484513270533	49.38118965653912	50.43749633362048	46.033625162173905	45.97364597699336	57.296519779836416	51.35386544903583	61.12688943820132	63.904434797323944	59.30675139170303	73.53964621825764	41.28398834838161	63.62607245772769	B9J08_000014
157.89105309198033	166.38419838515486	174.891703173686	186.32186186825507	186.43999029946923	179.8461971640064	172.69373197903323	165.10212545789787	161.02356352897385	160.39629883581935	166.9168530454653	164.95247904633152	174.5020203253796	114.52111239404721	173.35914861135566	B9J08_000015
59.68390323064549	60.65754028507345	62.6634143186724	46.433058930775594	47.872877875978766	48.83414988686889	56.25502498639369	53.41798613320133	44.39189826716946	65.98738334231706	59.61862839175492	63.70865671064589	65.22348061787524	57.4619415060401	62.59085475816516	B9J08_000016
17.63388049996344	18.576876518730884	16.870919239642568	9.434018322443295	11.65735662564418	14.352689214061826	13.792093793098008	13.83931323912972	16.24459009102154	19.85388187952361	23.18927394441815	21.533644938612337	24.81103951849627	16.110824721319656	29.702784764370996	B9J08_000017
65.7427237101201	63.24214919202731	58.681458224843716	45.10640010418201	52.06952626121067	46.4712071504075	50.06947989130732	54.47576803682909	47.68573220267613	64.42213954268657	63.98096705456625	59.782633047804964	64.12382235666765	59.27440928718856	55.26469873049188	B9J08_000018
359.18858126079374	355.70680081952526	363.82504099403104	382.4462583996739	386.79109283887385	370.8944932267928	342.7962220939087	338.66650614481773	341.28611163579353	340.1521920354895	338.3491092682265	328.7152539524082	317.66378020634284	374.77806007969843	284.76449951043077	B9J08_000019
2636.6720704483796	2512.482164644181	2628.300598563447	2581.1621536741145	2689.585320668625	2487.916152300912	2752.3168019717464	2630.703594322212	2803.2772587026893	2374.0629377763958	2543.2434404190085	2541.6839252404084	2548.664206272568	2277.1308174858555	2952.042718498652	B9J08_000020
64.56713167678922	67.52290769416965	63.920874137776195	66.25923806153533	64.19317715188062	62.661740715050414	56.505790328086384	58.70689565134008	61.98396587726191	72.00121478300262	62.37378965247786	58.35498807949917	59.72518931183728	80.41986673392061	56.14065216858325	B9J08_000021
74.5144488818968	85.61517004284669	81.5253116052293	71.63957663605377	64.97033426025689	76.4018151455852	70.63223791010799	74.13288174591142	71.26658878641707	72.00121478300262	73.16483792364275	76.02209456228333	72.92108844632837	68.53813350194736	78.19875238233865	B9J08_000022
354.3957829710601	374.36444636659843	359.94787321846104	358.9349158617097	331.7683695658333	328.0989747775475	340.62292246590533	341.663554871763	314.5611408408871	342.4588671086292	350.1350768835414	338.649283523536	343.16210613809386	318.52443042775735	330.7122389448599	B9J08_000023
29.841951615322746	31.176844940130962	33.42747352450919	34.640536027721474	31.397147178401656	34.83152626339395	30.59337168650831	34.55420885183981	31.216562525142773	35.341557370604264	37.95999959218285	34.79884610245364	29.072215280675685	34.70540158717609	27.791613626717098	B9J08_000024
139.80502180996655	140.8611854289855	124.6980987277929	156.8405546106198	152.40050895258824	153.59127786999088	160.23905334162959	139.36276580295595	155.18449427966658	146.80339215481771	135.84475660508983	141.39633706928598	138.07584042287814	115.86368112082384	133.38381898209497	B9J08_000025
