CGDID	geneID	logFC	logCPM	PValue	FDR	protAlbicans	albGeneName	function	A19ID	GeneName
C1_00060W_A	B9J08_001265	-0.15457179975229854	7.976376358356869	0.1673699904293791	0.7004879437912354	C1_00060W_A-T-p1	C1_00060W_A	Transcriptional repressor TUP1 [Source:UniProtKB/Swiss-Prot;Acc:P0CY34]	orf19.6109	TUP1
C1_00070W_A	B9J08_001266	-0.07707812105286543	7.269598061372217	0.46481406697683897	0.8932637784352854	C1_00070W_A-T-p1	C1_00070W_A	Diphosphomevalonate decarboxylase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PC43]	orf19.6105	MVD
C1_00080C_A	B9J08_001270	0.09150477193561048	6.426957353666812	0.47188526049837776	0.8953950884232181	C1_00080C_A-T-p1	C1_00080C_A	BZIP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5AB69]	orf19.6102	RCA1
C1_00090W_A	B9J08_001269	0.10173054105608054	5.298190023900008	0.5208629333688337	0.9166876884103001	C1_00090W_A-T-p1	C1_00090W_A	Peroxin/Ferlin domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5AB70]	orf19.6103	NA
C1_00100C_A	B9J08_001267	0.1304732694708884	5.849571625474427	0.33346078039293453	0.8318591510877507	C1_00100C_A-T-p1	C1_00100C_A	Cardiolipin synthase [Source:UniProtKB/TrEMBL;Acc:Q5AB72]	orf19.6100	NA
C1_00110W_A	B9J08_001271	-0.04101556385120477	8.459051586822286	0.6972106977383771	0.9740220850309669	C1_00110W_A-T-p1	C1_00110W_A	CCT-theta [Source:UniProtKB/TrEMBL;Acc:Q5AB74]	orf19.6099	CCT8
C1_00120C_A	B9J08_001272	0.10100700314119058	6.456937844276881	0.44367482017461696	0.8871535040478938	C1_00120C_A-T-p1	C1_00120C_A	N-(5'-phosphoribosyl)anthranilate isomerase [Source:UniProtKB/Swiss-Prot;Acc:P43073]	orf19.6096	TRP1
C1_00130C_A	B9J08_001273	0.1401182438625004	5.881148843828236	0.22711737931199563	0.7592665656689497	C1_00130C_A-T-p1	C1_00130C_A	Vps53_N domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5AB78]	orf19.6094	VPS53
C1_00140W_A	B9J08_001274	-0.04065469846651137	7.255142760861614	0.7858314781167614	0.9804060713656858	C1_00140W_A-T-p1	C1_00140W_A	Kel1p [Source:UniProtKB/TrEMBL;Acc:Q5AB80]	orf19.6092	KEL1
C1_00150C_A	B9J08_001275	0.17099965025203862	7.019337633538922	0.11821116277136808	0.640525598932323	C1_00150C_A-T-p1	C1_00150C_A	pH-response regulator protein palF/RIM8 [Source:UniProtKB/Swiss-Prot;Acc:Q9UW13]	orf19.6091	RIM8
C1_00160C_A	B9J08_001276	-0.5189167895184977	7.4267028821978895	0.0028088551720604	0.15668238391899367	C1_00160C_A-T-p1	C1_00160C_A	Putative nucleolar protein with a predicted role in pre-rRNA processing and ribosome biogenesis, repressed by nitric oxide, required for flow model biofilm formation, Spider biofilm repressed	orf19.6090	NA
C1_00170W_A	B9J08_001277	-0.12089608303487683	7.672835171650773	0.3238186468371908	0.8221420950988	C1_00170W_A-T-p1	C1_00170W_A	Pyruvate carboxyltransferase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5AB86]	orf19.6086	LEU4
C1_00180W_A	B9J08_001278	-0.12258165629394806	11.611450251917146	0.2831037401552515	0.8009602983784566	C1_00180W_A-T-p1	C1_00180W_A	Ribosomal 60S subunit protein L16A [Source:UniProtKB/TrEMBL;Acc:Q5AB87]	orf19.6085	RPL16A
C1_00190C_A	B9J08_004179	0.051451937912513075	3.7364609585866067	0.7994913164789706	0.9814750649209443	C1_00190C_A-T-p1	C1_00190C_A	Protein of unknown function, flow model biofilm induced, Spider biofilm induced	orf19.6084	NA
C1_00210C_A	B9J08_000383	-0.05176901352179774	8.498596969166385	0.6603681038895928	0.9639748165155816	C1_00210C_A-T-p1	C1_00210C_A	Ortholog(s) have unfolded protein binding activity, role in protein folding, protein localization to cell surface and integral component of endoplasmic reticulum membrane localization	orf19.6082	NA
C1_00220W_A	B9J08_000384	-0.22567729067083586	11.312413190471318	0.1295140603403665	0.6532013478035876	C1_00220W_A-T-p1	C1_00220W_A	pH-responsive protein 2 [Source:UniProtKB/Swiss-Prot;Acc:O13318]	orf19.6081	PHR2
C1_00230C_A	B9J08_000385	0.18918384007863895	5.713517794419792	0.1917106227723146	0.7298837363157826	C1_00230C_A-T-p1	C1_00230C_A	Bfa1p [Source:UniProtKB/TrEMBL;Acc:A0A1D8PC67]	orf19.6080	BFA1
C1_00310W_A	B9J08_002588	-0.02456786570348642	7.531214773838015	0.8701306318580796	0.9875917335470004	C1_00310W_A-T-p1	C1_00310W_A	Protein PNS1 [Source:UniProtKB/Swiss-Prot;Acc:Q5AB93]	orf19.6077	NA
C1_00320W_A	B9J08_002589	0.08310880254880931	5.631782935206929	0.5072931555632426	0.909576548352798	C1_00320W_A-T-p1	C1_00320W_A	Vacuolar protein sorting-associated protein 29 [Source:UniProtKB/TrEMBL;Acc:Q5AB94]	orf19.6076	NA
C1_00330C_A	B9J08_002590	-0.05240387369457816	5.783571948122766	0.6599612559812965	0.9639748165155816	C1_00330C_A-T-p1	C1_00330C_A	NOT2_3_5 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PC71]	orf19.6075	NA
C1_00340W_A	B9J08_004153	-0.17743272513735223	6.790614999485995	0.28041102905571796	0.8000574159593783	C1_00340W_A-T-p1	C1_00340W_A	Adenylate kinase isoenzyme 6 homolog HBR1 [Source:UniProtKB/Swiss-Prot;Acc:Q8TG40]	orf19.6074	HBR1
C1_00350C_A	B9J08_004152	-0.3295291546021358	6.27068343701631	0.01363959786975591	0.3119649448843553	C1_00350C_A-T-p1	C1_00350C_A	Hmx1p [Source:UniProtKB/TrEMBL;Acc:Q5AB97]	orf19.6073	HMX1
C1_00370W_A	B9J08_002175	0.12979774342764977	5.1700619144865225	0.36285020636866605	0.852186928337677	C1_00370W_A-T-p1	C1_00370W_A	(orf19.6072.1) Protein of unknown function	orf19.6072.1	NA
C1_00380C_A	B9J08_002174	0.12168360810646196	7.256845664975577	0.2741965362406817	0.7978007491653201	C1_00380C_A-T-p1	C1_00380C_A	Ortholog(s) have peptide alpha-N-acetyltransferase activity and role in N-terminal peptidyl-methionine acetylation, cytoskeleton organization, mitochondrion inheritance, regulation of actin cytoskeleton organization	orf19.6071	NAA25
C1_00390W_A	B9J08_002173	0.5625590322134698	4.284374410882801	0.010212571503055108	0.29141327026899494	C1_00390W_A-T-p1	C1_00390W_A	Cation_ATPase_N domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5ABA1]	orf19.6070	ENA2
C1_00390W_A	B9J08_000969	-0.18829861660548444	7.306904022221441	0.10066020363924831	0.6057259632878101	C1_00390W_A-T-p1	C1_00390W_A	Cation_ATPase_N domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5ABA1]	orf19.6070	ENA2
C1_00400W_A	B9J08_000654	-8.209563863540649e-4	8.32202529064859	0.9943147099489296	1	C1_00400W_A-T-p1	C1_00400W_A	Survival factor 1 [Source:UniProtKB/Swiss-Prot;Acc:Q5ABA2]	orf19.6068	SVF1
C1_00410C_A	B9J08_003167	0.03959175901592363	7.63682837275366	0.7125668068780341	0.9774601333951246	C1_00410C_A-T-p1	C1_00410C_A	Aldehyde dehydrogenase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PC76]	orf19.6066	NA
C1_00420W_A	B9J08_003166	0.13316080182025458	6.256082390325666	0.2559884620599681	0.787170023050762	C1_00420W_A-T-p1	C1_00420W_A	RNA polymerase II holoenzyme/mediator subunit, regulated by Mig1, Tup1, amphotericin B, caspofungin repressed, protein present in exponential and stationary growth phase yeast, Hap43-repressed, Spider biofilm repressed	orf19.6065	NA
C1_00430W_A	B9J08_003165	0.2140915715312296	5.52226659107645	0.09476664251383028	0.5973629033609807	C1_00430W_A-T-p1	C1_00430W_A	Autophagy-related protein 18 [Source:UniProtKB/Swiss-Prot;Acc:Q5ABA6]	orf19.6064	NA
C1_00440W_A	B9J08_003168	0.04053807618388922	7.221863154055755	0.7528579429203156	0.9788681284846196	C1_00440W_A-T-p1	C1_00440W_A	Ubiquitin carboxyl-terminal hydrolase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PC77]	orf19.6063	UBP6
C1_00450C_A	B9J08_003169	-0.05701018505972929	8.05147879044709	0.590992332696044	0.9394614287308207	C1_00450C_A-T-p1	C1_00450C_A	(orf19.6062.3) Mitochondrial protein, component of the mitochondrial inner membrane organizing system , role in maintenance of crista junctions and inner membrane architecture, Spider biofilm repressed	orf19.6062.3	NA
C1_00460W_A	B9J08_003170	-0.03657834436917172	7.609810963527505	0.7255712658180234	0.9783542070706865	C1_00460W_A-T-p1	C1_00460W_A	Putative TIM23 translocase complex subunit, membrane-localized, Hap43-repressed	orf19.6062	NA
C1_00470C_A	B9J08_003171	-0.05586645811742324	7.038408100962041	0.5976295226733189	0.9399730231587881	C1_00470C_A-T-p1	C1_00470C_A	Lactamase_B domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5ABA9]	orf19.6061	NA
